SR-CODE,NAME,Semester,Course,ILO1,ILO2,ILO3,ILO4
22-75592,Maria Garcia,7,Computer Architecture and Organization,81.1,79.9,62.4,65.4
22-75592,Maria Garcia,7,Computer Engineering Drafting and Design,78.8,79.0,81.2,73.3
22-75592,Maria Garcia,7,Connecting Networks and Security (CISCO 4),86.0,94.0,75.6,69.2
22-75592,Maria Garcia,7,Embedded Systems,77.1,68.2,71.1,60.0
22-75592,Maria Garcia,7,Seminars and Fieldtrips,74.2,74.4,77.7,74.8
22-75592,Maria Garcia,7,Manufacturing and Quality Control,70.2,86.2,71.6,68.3
22-75592,Maria Garcia,7,Cognate/Elective Course 3 (Data Mining / AI Track),70.9,74.5,81.3,72.0
22-75592,Maria Garcia,7,ASEAN Literature,78.0,76.4,63.3,67.5
22-75592,Maria Garcia,8,Technopreneurship,85.8,81.6,71.2,77.5
22-75592,Maria Garcia,8,On-the-Job Training,69.8,69.2,83.1,71.6
22-75592,Maria Garcia,8,CpE Practice and Design 2,75.7,74.7,67.1,69.8
22-47674,Aidan Ramos,1,Introduction to Engineering,79.2,75.8,65.6,70.2
22-47674,Aidan Ramos,1,Understanding the Self,74.8,69.7,80.1,81.7
22-47674,Aidan Ramos,1,Mathematics in the Modern World,87.6,77.5,69.0,66.4
22-47674,Aidan Ramos,1,Readings in Philippine History,80.4,73.1,80.4,60.0
22-47674,Aidan Ramos,1,Purposive Communication,76.2,80.5,67.5,67.2
22-47674,Aidan Ramos,1,Differential Calculus,79.5,82.7,62.8,60.0
22-47674,Aidan Ramos,1,General Chemistry,70.2,64.4,61.8,61.0
22-47674,Aidan Ramos,1,Computer Programming 1,86.9,75.3,74.2,64.3
22-47674,Aidan Ramos,2,Engineering Drawing,82.3,87.4,67.7,79.4
22-47674,Aidan Ramos,2,Contemporary World,80.2,75.8,74.9,71.0
22-47674,Aidan Ramos,2,Art Appreciation,89.1,78.8,75.8,66.1
22-47674,Aidan Ramos,2,"Science, Technology and Society",83.0,69.9,73.2,85.9
22-47674,Aidan Ramos,2,Integral Calculus,60.9,75.0,72.2,65.4
22-47674,Aidan Ramos,2,Physics 1,74.7,74.2,69.1,68.1
22-47674,Aidan Ramos,3,Life and Works of Rizal,75.1,87.8,71.0,72.0
22-47674,Aidan Ramos,3,Ethics,74.0,81.2,76.9,71.1
22-47674,Aidan Ramos,3,Modern Biology,69.8,69.1,80.7,62.2
22-47674,Aidan Ramos,3,Computer Engineering as a Discipline,81.8,70.0,78.6,64.5
22-47674,Aidan Ramos,3,Programming Logic and Design,73.8,72.9,70.7,72.4
22-47674,Aidan Ramos,3,Discrete Mathematics,76.3,67.1,70.4,60.0
22-47674,Aidan Ramos,3,Fundamentals of Electrical Engineering,82.4,81.1,72.9,70.7
22-47674,Aidan Ramos,3,Computer-Aided Design,89.0,75.2,67.3,72.6
22-47674,Aidan Ramos,4,Engineering Economics,71.2,74.4,68.9,64.4
22-47674,Aidan Ramos,4,Engineering Data Analysis,74.4,79.0,77.2,72.4
22-47674,Aidan Ramos,4,Differential Equations,77.9,72.1,60.0,69.0
22-47674,Aidan Ramos,4,Object Oriented Programming,65.9,65.6,73.0,71.6
22-47674,Aidan Ramos,4,Advanced Engineering Mathematics for CpE,73.2,82.9,73.4,65.3
22-47674,Aidan Ramos,4,Cognate/Elective Course 1,87.9,86.6,77.1,65.4
22-47674,Aidan Ramos,4,Electronic Circuits: Devices and Analysis,75.2,67.5,72.8,62.8
22-47674,Aidan Ramos,4,Basic Occupational Health and Safety,76.0,77.2,60.6,61.0
22-47674,Aidan Ramos,4,Numerical Methods,72.9,73.3,67.6,65.2
22-47674,Aidan Ramos,4,Kontekstwalisadong Komunikasyon sa Filipino,73.8,67.0,69.3,67.4
22-47674,Aidan Ramos,5,Logic Circuits and Design,76.6,76.8,75.5,73.2
22-47674,Aidan Ramos,5,Data Structures and Algorithms,75.7,67.7,81.6,72.3
22-47674,Aidan Ramos,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",73.8,78.8,80.4,80.4
22-47674,Aidan Ramos,5,Fundamentals of Mixed Signals and Sensors,80.0,82.5,65.8,68.9
22-47674,Aidan Ramos,5,Feedback and Control Systems,73.9,75.7,80.3,68.3
22-47674,Aidan Ramos,5,Introduction to HDL,72.9,68.6,82.9,72.2
22-47674,Aidan Ramos,5,Research Methods,80.7,73.6,74.1,62.7
22-47674,Aidan Ramos,5,Filipino sa Iba't Ibang Disiplina,80.3,68.6,70.4,64.8
22-47674,Aidan Ramos,6,Microprocessors,60.0,74.1,67.6,67.8
22-47674,Aidan Ramos,6,Software Design,79.6,87.8,75.8,72.0
22-47674,Aidan Ramos,6,Routing and Switching (CISCO 2),82.5,82.4,76.7,71.7
22-47674,Aidan Ramos,6,Digital Signal Processing,80.2,60.0,83.1,76.3
22-47674,Aidan Ramos,6,Emerging Technologies in CpE,80.9,68.7,81.2,65.8
22-47674,Aidan Ramos,6,CpE Practice and Design 1,81.2,68.0,85.9,60.0
22-47674,Aidan Ramos,6,Cognate/Elective Course 2,80.0,64.4,73.7,67.5
22-47674,Aidan Ramos,7,Scaling Networks (CISCO 3),86.4,74.6,80.8,63.9
22-47674,Aidan Ramos,7,Operating Systems,77.9,75.6,77.0,72.2
22-47674,Aidan Ramos,7,Computer Architecture and Organization,82.8,77.8,77.0,63.7
22-47674,Aidan Ramos,7,Computer Engineering Drafting and Design,80.8,85.8,62.9,72.0
22-47674,Aidan Ramos,7,Connecting Networks and Security (CISCO 4),83.6,85.9,78.3,70.6
22-47674,Aidan Ramos,7,Embedded Systems,81.1,71.7,70.7,61.1
22-47674,Aidan Ramos,7,Seminars and Fieldtrips,86.9,78.4,67.0,70.3
22-47674,Aidan Ramos,7,Manufacturing and Quality Control,85.5,82.1,67.4,60.0
22-47674,Aidan Ramos,7,Cognate/Elective Course 3 (Data Mining / AI Track),81.9,71.8,77.7,75.7
22-47674,Aidan Ramos,7,ASEAN Literature,84.7,86.1,79.9,79.1
22-47674,Aidan Ramos,8,Technopreneurship,86.3,84.4,72.3,60.9
22-47674,Aidan Ramos,8,On-the-Job Training,92.9,76.0,79.9,65.3
22-47674,Aidan Ramos,8,CpE Practice and Design 2,83.8,61.0,70.1,68.0
22-92945,Andres Flores,1,Introduction to Engineering,84.7,85.9,69.6,76.0
22-92945,Andres Flores,1,Understanding the Self,89.2,93.5,80.4,69.3
22-92945,Andres Flores,1,Mathematics in the Modern World,75.7,91.8,81.9,73.2
22-92945,Andres Flores,1,Readings in Philippine History,72.2,73.8,79.9,74.2
22-92945,Andres Flores,1,Purposive Communication,70.2,83.2,66.7,80.2
22-92945,Andres Flores,1,Differential Calculus,84.6,78.0,83.4,75.4
22-92945,Andres Flores,1,General Chemistry,91.3,81.3,78.3,71.6
22-92945,Andres Flores,1,Computer Programming 1,81.4,87.7,71.3,74.2
22-92945,Andres Flores,2,Engineering Drawing,77.2,67.6,77.9,74.8
22-92945,Andres Flores,2,Contemporary World,81.2,70.4,78.0,73.6
22-92945,Andres Flores,2,Art Appreciation,76.5,71.3,74.6,76.0
22-92945,Andres Flores,2,"Science, Technology and Society",84.4,74.1,77.0,77.4
22-92945,Andres Flores,2,Integral Calculus,76.3,81.2,85.5,65.7
22-92945,Andres Flores,2,Physics 1,90.2,90.5,76.2,71.3
22-92945,Andres Flores,3,Life and Works of Rizal,88.1,78.3,62.0,71.5
22-92945,Andres Flores,3,Ethics,84.7,83.9,70.9,70.4
22-92945,Andres Flores,3,Modern Biology,89.2,80.5,68.3,80.7
22-92945,Andres Flores,3,Computer Engineering as a Discipline,80.6,86.0,67.8,71.3
22-92945,Andres Flores,3,Programming Logic and Design,82.9,76.9,67.2,60.0
22-92945,Andres Flores,3,Discrete Mathematics,92.5,82.3,84.5,78.9
22-92945,Andres Flores,3,Fundamentals of Electrical Engineering,86.0,78.0,79.6,81.1
22-92945,Andres Flores,3,Computer-Aided Design,82.9,91.4,67.7,62.9
22-92945,Andres Flores,4,Engineering Economics,87.8,74.5,88.4,80.1
22-92945,Andres Flores,4,Engineering Data Analysis,92.8,86.1,72.0,63.4
22-92945,Andres Flores,4,Differential Equations,92.3,71.8,87.0,77.3
22-92945,Andres Flores,4,Object Oriented Programming,79.4,80.1,77.1,69.1
22-92945,Andres Flores,4,Advanced Engineering Mathematics for CpE,91.9,89.2,78.4,69.7
22-92945,Andres Flores,4,Cognate/Elective Course 1,87.7,65.3,76.9,74.7
22-92945,Andres Flores,4,Electronic Circuits: Devices and Analysis,77.5,85.8,76.5,69.3
22-92945,Andres Flores,4,Basic Occupational Health and Safety,87.7,72.9,81.4,60.2
22-92945,Andres Flores,4,Numerical Methods,85.0,81.1,74.2,75.7
22-92945,Andres Flores,4,Kontekstwalisadong Komunikasyon sa Filipino,81.4,85.7,79.5,74.8
22-92945,Andres Flores,5,Logic Circuits and Design,84.2,77.1,74.9,74.0
22-92945,Andres Flores,5,Data Structures and Algorithms,78.8,84.1,74.8,72.5
22-92945,Andres Flores,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",71.4,83.1,70.8,64.0
22-92945,Andres Flores,5,Fundamentals of Mixed Signals and Sensors,92.3,84.2,82.5,75.3
22-92945,Andres Flores,5,Feedback and Control Systems,82.8,79.1,82.2,80.1
22-92945,Andres Flores,5,Introduction to HDL,82.0,92.4,75.5,64.2
22-92945,Andres Flores,5,Research Methods,71.5,69.3,73.7,70.7
22-92945,Andres Flores,5,Filipino sa Iba't Ibang Disiplina,86.0,79.2,81.2,72.3
22-92945,Andres Flores,6,Microprocessors,82.5,76.5,85.2,63.4
22-92945,Andres Flores,6,Software Design,81.7,76.4,79.0,70.2
22-92945,Andres Flores,6,Routing and Switching (CISCO 2),79.9,75.9,82.6,70.3
22-92945,Andres Flores,6,Digital Signal Processing,95.1,82.5,77.6,72.4
22-92945,Andres Flores,6,Emerging Technologies in CpE,83.2,73.9,75.1,70.3
22-92945,Andres Flores,6,CpE Practice and Design 1,83.8,81.5,78.6,72.6
22-92945,Andres Flores,6,Cognate/Elective Course 2,89.3,80.0,89.9,70.6
22-92945,Andres Flores,7,Scaling Networks (CISCO 3),85.6,73.1,82.7,66.1
22-92945,Andres Flores,7,Operating Systems,82.6,75.9,77.0,68.9
22-92945,Andres Flores,7,Computer Architecture and Organization,77.7,78.3,85.9,75.4
22-92945,Andres Flores,7,Computer Engineering Drafting and Design,74.7,86.5,71.3,77.0
22-92945,Andres Flores,7,Connecting Networks and Security (CISCO 4),83.2,81.2,85.4,65.3
22-92945,Andres Flores,7,Embedded Systems,86.1,87.5,72.8,68.1
22-92945,Andres Flores,7,Seminars and Fieldtrips,80.2,81.4,67.7,75.4
22-92945,Andres Flores,7,Manufacturing and Quality Control,74.0,87.7,79.8,84.0
22-92945,Andres Flores,7,Cognate/Elective Course 3 (Data Mining / AI Track),83.9,75.6,69.5,71.7
22-92945,Andres Flores,7,ASEAN Literature,81.7,86.5,70.6,84.2
22-92945,Andres Flores,8,Technopreneurship,89.5,78.2,86.9,67.4
22-92945,Andres Flores,8,On-the-Job Training,83.1,71.8,87.2,62.2
22-92945,Andres Flores,8,CpE Practice and Design 2,73.2,75.6,84.1,77.8
22-79688,Miguel Bautista,1,Introduction to Engineering,78.9,82.0,72.0,71.4
22-79688,Miguel Bautista,1,Understanding the Self,88.1,74.4,68.1,71.6
22-79688,Miguel Bautista,1,Mathematics in the Modern World,82.0,75.9,78.1,67.0
22-79688,Miguel Bautista,1,Readings in Philippine History,79.0,78.1,74.5,78.5
22-79688,Miguel Bautista,1,Purposive Communication,80.4,74.0,75.9,74.9
22-79688,Miguel Bautista,1,Differential Calculus,82.2,79.5,63.1,60.0
22-79688,Miguel Bautista,1,General Chemistry,85.2,77.8,72.0,72.4
22-79688,Miguel Bautista,1,Computer Programming 1,88.3,82.9,77.1,62.2
22-79688,Miguel Bautista,2,Engineering Drawing,75.8,63.6,78.5,77.4
22-79688,Miguel Bautista,2,Contemporary World,85.3,79.9,71.8,65.4
22-79688,Miguel Bautista,2,Art Appreciation,73.3,74.9,66.9,79.4
22-79688,Miguel Bautista,2,"Science, Technology and Society",70.4,74.7,61.1,70.6
22-79688,Miguel Bautista,2,Integral Calculus,77.5,73.1,66.5,68.2
22-79688,Miguel Bautista,2,Physics 1,74.3,74.4,83.8,69.3
22-79688,Miguel Bautista,3,Life and Works of Rizal,81.4,73.1,68.0,68.7
22-79688,Miguel Bautista,3,Ethics,93.2,74.1,74.9,63.8
22-79688,Miguel Bautista,3,Modern Biology,61.0,70.5,86.4,71.8
22-79688,Miguel Bautista,3,Computer Engineering as a Discipline,88.0,73.8,60.0,62.2
22-79688,Miguel Bautista,3,Programming Logic and Design,79.1,75.8,71.3,64.3
22-79688,Miguel Bautista,3,Discrete Mathematics,83.2,72.2,73.9,69.4
22-79688,Miguel Bautista,3,Fundamentals of Electrical Engineering,78.1,72.7,72.2,82.0
22-79688,Miguel Bautista,3,Computer-Aided Design,87.0,84.1,70.0,62.1
22-79688,Miguel Bautista,4,Engineering Economics,84.8,81.3,73.6,66.6
22-79688,Miguel Bautista,4,Engineering Data Analysis,68.7,80.4,79.2,64.1
22-79688,Miguel Bautista,4,Differential Equations,72.9,82.6,68.2,78.9
22-79688,Miguel Bautista,4,Object Oriented Programming,76.1,72.1,71.6,65.2
22-79688,Miguel Bautista,4,Advanced Engineering Mathematics for CpE,84.3,80.5,78.6,69.3
22-79688,Miguel Bautista,4,Cognate/Elective Course 1,74.0,74.4,68.8,76.3
22-79688,Miguel Bautista,4,Electronic Circuits: Devices and Analysis,86.4,77.4,69.2,80.0
22-79688,Miguel Bautista,4,Basic Occupational Health and Safety,79.0,75.1,82.0,65.8
22-79688,Miguel Bautista,4,Numerical Methods,75.6,73.8,64.2,70.1
22-79688,Miguel Bautista,4,Kontekstwalisadong Komunikasyon sa Filipino,73.6,72.4,68.5,65.3
22-79688,Miguel Bautista,5,Logic Circuits and Design,75.3,79.4,73.8,71.0
22-79688,Miguel Bautista,5,Data Structures and Algorithms,90.8,73.5,75.0,71.8
22-79688,Miguel Bautista,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",76.3,76.1,71.5,68.7
22-79688,Miguel Bautista,5,Fundamentals of Mixed Signals and Sensors,76.8,75.0,74.8,60.0
22-79688,Miguel Bautista,5,Feedback and Control Systems,86.5,88.2,73.1,72.2
22-79688,Miguel Bautista,5,Introduction to HDL,86.8,70.0,80.3,68.2
22-79688,Miguel Bautista,5,Research Methods,91.9,74.7,78.2,67.7
22-79688,Miguel Bautista,5,Filipino sa Iba't Ibang Disiplina,91.4,72.8,79.7,72.6
22-79688,Miguel Bautista,6,Microprocessors,82.8,79.3,70.7,60.0
22-79688,Miguel Bautista,6,Software Design,83.2,71.5,78.4,69.6
22-79688,Miguel Bautista,6,Routing and Switching (CISCO 2),83.9,79.2,60.0,71.2
22-79688,Miguel Bautista,6,Digital Signal Processing,75.5,82.2,75.6,71.8
22-79688,Miguel Bautista,6,Emerging Technologies in CpE,75.1,68.9,68.8,60.0
22-79688,Miguel Bautista,6,CpE Practice and Design 1,74.7,67.1,64.1,69.5
22-79688,Miguel Bautista,6,Cognate/Elective Course 2,79.9,74.2,68.4,61.8
22-79688,Miguel Bautista,7,Scaling Networks (CISCO 3),74.8,69.5,71.0,60.0
22-79688,Miguel Bautista,7,Operating Systems,80.9,71.0,73.6,72.8
22-79688,Miguel Bautista,7,Computer Architecture and Organization,82.3,82.7,62.3,67.8
22-79688,Miguel Bautista,7,Computer Engineering Drafting and Design,87.0,81.0,85.8,80.9
22-79688,Miguel Bautista,7,Connecting Networks and Security (CISCO 4),78.5,72.9,65.6,64.7
22-79688,Miguel Bautista,7,Embedded Systems,77.9,74.4,69.2,73.1
22-79688,Miguel Bautista,7,Seminars and Fieldtrips,88.4,81.5,70.8,74.9
22-79688,Miguel Bautista,7,Manufacturing and Quality Control,82.4,77.7,74.1,69.5
22-79688,Miguel Bautista,7,Cognate/Elective Course 3 (Data Mining / AI Track),80.6,75.3,67.0,62.9
22-79688,Miguel Bautista,7,ASEAN Literature,80.0,78.4,70.9,62.0
22-79688,Miguel Bautista,8,Technopreneurship,85.7,82.1,60.8,76.9
22-79688,Miguel Bautista,8,On-the-Job Training,76.9,77.0,79.6,78.7
22-79688,Miguel Bautista,8,CpE Practice and Design 2,84.2,77.3,64.5,60.0
22-28743,Rafael Ramos,1,Introduction to Engineering,78.0,78.6,62.7,62.3
22-28743,Rafael Ramos,1,Understanding the Self,69.3,67.0,74.0,65.3
22-28743,Rafael Ramos,1,Mathematics in the Modern World,71.3,86.4,60.0,67.2
22-28743,Rafael Ramos,1,Readings in Philippine History,66.4,69.6,68.5,69.0
22-28743,Rafael Ramos,1,Purposive Communication,71.1,68.3,65.9,60.0
22-28743,Rafael Ramos,1,Differential Calculus,76.5,72.2,70.2,63.5
22-28743,Rafael Ramos,1,General Chemistry,71.5,77.5,73.7,72.4
22-28743,Rafael Ramos,1,Computer Programming 1,72.5,76.3,62.9,60.7
22-28743,Rafael Ramos,2,Engineering Drawing,82.2,77.9,68.1,60.0
22-28743,Rafael Ramos,2,Contemporary World,71.5,66.4,77.9,68.5
22-28743,Rafael Ramos,2,Art Appreciation,68.1,64.2,62.9,60.6
22-28743,Rafael Ramos,2,"Science, Technology and Society",71.7,77.2,61.8,77.7
22-28743,Rafael Ramos,2,Integral Calculus,67.0,62.0,77.7,71.9
22-28743,Rafael Ramos,2,Physics 1,71.6,72.8,70.0,64.8
22-28743,Rafael Ramos,3,Life and Works of Rizal,64.9,60.0,62.5,74.9
22-28743,Rafael Ramos,3,Ethics,83.8,68.9,61.8,65.6
22-28743,Rafael Ramos,3,Modern Biology,75.3,74.1,60.0,82.9
22-28743,Rafael Ramos,3,Computer Engineering as a Discipline,79.5,69.3,63.3,69.9
22-28743,Rafael Ramos,3,Programming Logic and Design,73.3,68.8,68.1,61.2
22-28743,Rafael Ramos,3,Discrete Mathematics,75.1,74.8,69.6,65.7
22-28743,Rafael Ramos,3,Fundamentals of Electrical Engineering,83.4,63.2,65.0,66.2
22-28743,Rafael Ramos,3,Computer-Aided Design,70.7,70.4,77.5,65.2
22-28743,Rafael Ramos,4,Engineering Economics,61.7,68.0,67.9,64.2
22-28743,Rafael Ramos,4,Engineering Data Analysis,76.0,73.3,66.7,60.0
22-28743,Rafael Ramos,4,Differential Equations,70.0,66.7,65.9,68.1
22-28743,Rafael Ramos,4,Object Oriented Programming,72.7,73.1,63.1,70.9
22-28743,Rafael Ramos,4,Advanced Engineering Mathematics for CpE,76.7,71.2,71.2,60.0
22-28743,Rafael Ramos,4,Cognate/Elective Course 1,60.0,64.6,69.9,62.4
22-28743,Rafael Ramos,4,Electronic Circuits: Devices and Analysis,74.2,67.7,60.0,74.6
22-28743,Rafael Ramos,4,Basic Occupational Health and Safety,71.4,67.9,63.6,71.5
22-28743,Rafael Ramos,4,Numerical Methods,78.0,64.7,74.6,63.1
22-28743,Rafael Ramos,4,Kontekstwalisadong Komunikasyon sa Filipino,69.0,68.7,62.9,60.0
22-28743,Rafael Ramos,5,Logic Circuits and Design,79.7,71.5,73.5,67.8
22-28743,Rafael Ramos,5,Data Structures and Algorithms,73.6,60.0,60.2,65.3
22-28743,Rafael Ramos,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",62.7,70.4,60.0,62.0
22-28743,Rafael Ramos,5,Fundamentals of Mixed Signals and Sensors,84.7,77.5,60.0,71.1
22-28743,Rafael Ramos,5,Feedback and Control Systems,83.6,87.3,70.4,60.0
22-28743,Rafael Ramos,5,Introduction to HDL,77.7,82.4,68.7,72.3
22-28743,Rafael Ramos,5,Research Methods,67.6,72.7,60.0,60.0
22-28743,Rafael Ramos,5,Filipino sa Iba't Ibang Disiplina,72.6,68.3,60.0,61.0
22-28743,Rafael Ramos,6,Microprocessors,77.0,72.3,70.2,70.5
22-28743,Rafael Ramos,6,Software Design,68.3,76.4,60.0,73.4
22-28743,Rafael Ramos,6,Routing and Switching (CISCO 2),77.0,66.1,63.7,63.1
22-28743,Rafael Ramos,6,Digital Signal Processing,76.3,77.1,60.0,66.6
22-28743,Rafael Ramos,6,Emerging Technologies in CpE,60.0,67.1,74.1,60.0
22-28743,Rafael Ramos,6,CpE Practice and Design 1,63.1,71.8,75.9,65.9
22-28743,Rafael Ramos,6,Cognate/Elective Course 2,60.0,60.0,66.0,60.0
22-28743,Rafael Ramos,7,Scaling Networks (CISCO 3),71.1,69.4,62.5,72.8
22-28743,Rafael Ramos,7,Operating Systems,73.9,75.5,70.9,61.0
22-28743,Rafael Ramos,7,Computer Architecture and Organization,73.9,71.0,73.9,62.2
22-28743,Rafael Ramos,7,Computer Engineering Drafting and Design,85.4,68.3,71.1,64.7
22-28743,Rafael Ramos,7,Connecting Networks and Security (CISCO 4),67.6,81.2,62.8,60.0
22-28743,Rafael Ramos,7,Embedded Systems,71.1,73.1,69.2,60.0
22-28743,Rafael Ramos,7,Seminars and Fieldtrips,70.1,74.2,73.8,64.1
22-28743,Rafael Ramos,7,Manufacturing and Quality Control,75.4,70.6,66.8,60.5
22-28743,Rafael Ramos,7,Cognate/Elective Course 3 (Data Mining / AI Track),61.0,64.0,70.8,60.0
22-28743,Rafael Ramos,7,ASEAN Literature,70.6,68.3,75.1,60.0
22-28743,Rafael Ramos,8,Technopreneurship,74.3,70.1,68.0,65.4
22-28743,Rafael Ramos,8,On-the-Job Training,73.0,75.3,67.4,74.4
22-28743,Rafael Ramos,8,CpE Practice and Design 2,72.9,60.3,71.4,66.3
22-70410,Marco Aquino,1,Introduction to Engineering,73.0,69.1,60.0,60.0
22-70410,Marco Aquino,1,Understanding the Self,82.7,67.1,73.5,60.0
22-70410,Marco Aquino,1,Mathematics in the Modern World,65.4,73.6,66.0,66.3
22-70410,Marco Aquino,1,Readings in Philippine History,72.7,69.4,63.6,60.0
22-70410,Marco Aquino,1,Purposive Communication,81.2,80.0,61.5,60.0
22-70410,Marco Aquino,1,Differential Calculus,69.6,71.5,65.5,66.0
22-70410,Marco Aquino,1,General Chemistry,71.4,68.8,81.1,60.0
22-70410,Marco Aquino,1,Computer Programming 1,82.3,79.0,70.4,60.0
22-70410,Marco Aquino,2,Engineering Drawing,74.5,69.0,69.2,60.0
22-70410,Marco Aquino,2,Contemporary World,77.3,76.5,74.7,61.8
22-70410,Marco Aquino,2,Art Appreciation,66.4,72.7,78.2,64.5
22-70410,Marco Aquino,2,"Science, Technology and Society",75.5,69.2,64.7,68.0
22-70410,Marco Aquino,2,Integral Calculus,71.0,71.9,69.7,65.1
22-70410,Marco Aquino,2,Physics 1,75.0,64.4,61.1,62.8
22-70410,Marco Aquino,3,Life and Works of Rizal,72.7,67.5,69.1,69.5
22-70410,Marco Aquino,3,Ethics,79.9,79.1,60.0,60.0
22-70410,Marco Aquino,3,Modern Biology,69.9,70.0,65.2,60.0
22-70410,Marco Aquino,3,Computer Engineering as a Discipline,71.0,73.5,60.0,78.1
22-70410,Marco Aquino,3,Programming Logic and Design,72.6,76.6,63.9,67.2
22-70410,Marco Aquino,3,Discrete Mathematics,72.2,74.6,65.4,72.4
22-70410,Marco Aquino,3,Fundamentals of Electrical Engineering,65.4,77.8,69.8,60.0
22-70410,Marco Aquino,3,Computer-Aided Design,86.0,83.2,60.0,66.4
22-70410,Marco Aquino,4,Engineering Economics,77.0,73.3,76.8,71.9
22-70410,Marco Aquino,4,Engineering Data Analysis,73.2,83.2,72.3,60.9
22-70410,Marco Aquino,4,Differential Equations,68.3,77.0,61.9,60.6
22-70410,Marco Aquino,4,Object Oriented Programming,71.0,72.4,66.2,60.0
22-70410,Marco Aquino,4,Advanced Engineering Mathematics for CpE,78.6,67.1,78.8,64.9
22-70410,Marco Aquino,4,Cognate/Elective Course 1,80.1,74.1,75.3,67.2
22-70410,Marco Aquino,4,Electronic Circuits: Devices and Analysis,75.7,78.6,84.0,63.8
22-70410,Marco Aquino,4,Basic Occupational Health and Safety,77.6,70.6,70.7,64.3
22-70410,Marco Aquino,4,Numerical Methods,60.0,68.3,72.6,60.0
22-70410,Marco Aquino,4,Kontekstwalisadong Komunikasyon sa Filipino,78.3,71.7,66.6,69.5
22-70410,Marco Aquino,5,Logic Circuits and Design,78.4,74.6,75.2,66.6
22-70410,Marco Aquino,5,Data Structures and Algorithms,62.6,68.0,60.0,67.7
22-70410,Marco Aquino,5,"Introduction to Networks, Data and Digital Communications (CISCO 1)",77.8,75.9,70.3,69.6
22-70410,Marco Aquino,5,Fundamentals of Mixed Signals and Sensors,64.8,71.4,60.6,63.2
22-70410,Marco Aquino,5,Feedback and Control Systems,81.3,76.1,70.6,62.0
22-70410,Marco Aquino,5,Introduction to HDL,68.3,73.2,75.8,67.8
22-70410,Marco Aquino,5,Research Methods,63.3,71.2,60.0,68.9
22-70410,Marco Aquino,5,Filipino sa Iba't Ibang Disiplina,68.6,63.3,72.6,67.4
22-70410,Marco Aquino,6,Microprocessors,75.7,85.2,72.9,61.5
22-70410,Marco Aquino,6,Software Design,75.6,68.6,75.0,65.4
22-70410,Marco Aquino,6,Routing and Switching (CISCO 2),74.7,61.6,67.7,63.4
22-70410,Marco Aquino,6,Digital Signal Processing,65.5,68.2,69.2,63.0
22-70410,Marco Aquino,6,Emerging Technologies in CpE,64.0,68.6,64.6,64.9
22-70410,Marco Aquino,6,CpE Practice and Design 1,73.3,68.1,65.0,64.5
22-70410,Marco Aquino,6,Cognate/Elective Course 2,78.2,71.9,75.9,70.6
22-70410,Marco Aquino,7,Scaling Networks (CISCO 3),81.4,78.5,76.8,60.0
